Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPA,ROI
A1415,DataAnalyticsCourse,124.0,5956.0,201.44,12.0,9.0,0.073,1598.0,2024-11-24,hyderabad,Tablet,data analitics online,0.020819341840161182,1.624516129032258,22.38222222222222,7.932883240667196
A1417,DataAnalyticsCourse,140.0,3822.0,241.68,30.0,10.0,0.057,1138.0,2024/11/19,HYDERABAD,TABLET,data analytics course,0.03663003663003663,1.7262857142857144,24.168,4.708705726580602
A1418,Data Analytics Corse,81.0,3147.0,232.2,30.0,9.0,0.111,1066.0,2024-11-29,hydrebad,MOBILE,data analytics course,0.025738798856053385,2.8666666666666667,25.799999999999997,4.590869939707149
A1419,DataAnalyticsCourse,165.0,4613.0,246.72,19.0,3.0,0.018,1055.0,2024/11/11,HYDERABAD,Tablet,data anaytics training,0.03576848038153046,1.4952727272727273,82.24,4.276102464332037
A1420,Data Analytcis Course,193.0,4919.0,247.24,19.0,4.0,0.021,1933.0,25-11-2024,hydrebad,Desktop,data analitics online,0.039235616995324255,1.2810362694300519,61.81,7.818314188642614
A1421,Data Anlytics Corse,149.0,5205.0,218.42,20.0,4.0,,1070.0,2024/11/28,hydrebad,Mobile,online data analytic,0.02862632084534102,1.4659060402684563,54.605,4.898818789488143
A1422,Data Analytics Corse,81.0,3497.0,226.66,11.0,6.0,0.074,1047.0,2024-11-19,hydrebad,mobile,data analitics online,0.023162710895052903,2.7982716049382717,37.776666666666664,4.619253507456102
A1423,DataAnalyticsCourse,153.0,4057.0,197.54,23.0,5.0,,1926.0,22-11-2024,HYDERABAD,Tablet,data analitics online,0.03771259551392655,1.291111111111111,39.507999999999996,9.749924066011948
A1424,DataAnalyticsCourse,127.0,5018.0,194.25,17.0,8.0,,1350.0,2024-11-21,HYDERABAD,Mobile,data analitics online,0.02530888800318852,1.529527559055118,24.28125,6.94980694980695
A1425,DataAnalyticsCourse,99.0,4012.0,220.76,14.0,4.0,0.04,1698.0,2024/11/12,Hyderbad,tablet,data anaytics training,0.024675972083748755,2.22989898989899,55.19,7.6916107990578
A1426,DataAnalyticsCourse,104.0,3013.0,204.07,12.0,3.0,0.058,1016.0,2024/11/20,Hyderbad,MOBILE,learn data analytics,0.0345170925987388,1.9622115384615384,68.02333333333333,4.978683784975744
A1427,Data Analytcis Course,118.0,3824.0,184.8,16.0,5.0,0.042,1818.0,2024-11-19,hyderabad,DESKTOP,learn data analytics,0.03085774058577406,1.5661016949152544,36.96,9.837662337662337
A1428,Data Anlytics Corse,148.0,5000.0,224.41,11.0,3.0,,1491.0,2024/11/30,hyderabad,MOBILE,online data analytic,0.0296,1.5162837837837837,74.80333333333333,6.644088944342943
A1429,Data Analytics Corse,88.0,3804.0,249.2,10.0,8.0,0.038,1044.0,2024/11/09,HYDERABAD,Tablet,data anaytics training,0.023133543638275498,2.8318181818181816,31.15,4.189406099518459
A1430,Data Analytcis Course,142.0,3791.0,207.86,23.0,4.0,0.028,1073.0,2024-11-20,HYDERABAD,tablet,data analitics online,0.03745713532049591,1.4638028169014086,51.965,5.162128355623977
A1431,Data Analytics Corse,127.0,5198.0,242.56,26.0,6.0,0.047,1872.0,2024-11-16,HYDERABAD,tablet,learn data analytics,0.02443247402847249,1.9099212598425197,40.42666666666667,7.717678100263853
A1432,Data Analytcis Course,117.0,5329.0,212.49,14.0,5.0,,1888.0,2024/11/03,hydrebad,MOBILE,data analytics course,0.02195533871270407,1.8161538461538462,42.498000000000005,8.885124005835568
A1433,Data Anlytics Corse,125.0,5435.0,202.65,25.0,5.0,0.04,1767.0,2024-11-23,hydrebad,Desktop,online data analytic,0.022999080036798528,1.6212,40.53,8.719467061435973
A1434,Data Analytics Corse,92.0,4977.0,209.78,26.0,3.0,,1834.0,2024/11/12,hyderabad,tablet,learn data analytics,0.01848503114325899,2.280217391304348,69.92666666666666,8.742492134617217
A1435,Data Anlytics Corse,112.0,3850.0,233.52,14.0,8.0,0.033,1760.0,2024-11-22,hydrebad,desktop,data analytics course,0.02909090909090909,2.085,29.19,7.536827680712572
A1436,DataAnalyticsCourse,144.0,5976.0,197.65,13.0,9.0,0.062,1743.0,2024/11/22,hyderabad,MOBILE,data analytics course,0.024096385542168676,1.3725694444444445,21.961111111111112,8.818618770554009
A1437,Data Analytcis Course,103.0,4693.0,218.67,14.0,10.0,,1390.0,2024/11/09,hydrebad,mobile,learn data analytics,0.021947581504368208,2.123009708737864,21.866999999999997,6.356610417524124
A1438,DataAnalyticsCourse,117.0,4367.0,233.27,24.0,3.0,,1238.0,2024-11-24,hyderabad,tablet,learn data analytics,0.026791847950538128,1.9937606837606838,77.75666666666667,5.307154799159772
A1439,Data Analytics Corse,100.0,5481.0,180.72,14.0,7.0,0.07,1185.0,2024-11-02,Hyderbad,DESKTOP,analytics for data,0.01824484583105273,1.8072,25.81714285714286,6.557104913678619
A1440,Data Anlytics Corse,179.0,4109.0,191.84,19.0,4.0,0.022,1961.0,02-11-2024,HYDERABAD,tablet,online data analytic,0.04356291068386469,1.071731843575419,47.96,10.222060050041701
A1441,Data Anlytics Corse,180.0,3887.0,186.26,18.0,6.0,0.033,1048.0,05-11-2024,hyderabad,Desktop,data analytics course,0.0463082068433239,1.0347777777777778,31.043333333333333,5.626543541286374
A1442,Data Analytcis Course,146.0,4633.0,186.07,26.0,3.0,0.021,1053.0,2024/11/25,HYDERABAD,desktop,data anaytics training,0.03151305849341679,1.2744520547945204,62.02333333333333,5.659160530982963
A1443,DataAnalyticsCourse,124.0,5353.0,239.69,13.0,4.0,0.032,1493.0,2024-11-19,Hyderbad,DESKTOP,learn data analytics,0.023164580609004295,1.9329838709677418,59.9225,6.228878968667862
A1444,Data Anlytics Corse,169.0,5380.0,199.66,27.0,6.0,0.036,1059.0,2024/11/03,hydrebad,DESKTOP,data anaytics training,0.03141263940520446,1.1814201183431952,33.276666666666664,5.304016828608635
A1445,DataAnalyticsCourse,91.0,5104.0,211.85,29.0,9.0,,1309.0,2024-11-16,hyderabad,Tablet,data analytics course,0.017829153605015673,2.3280219780219777,23.538888888888888,6.1789001652112345
A1447,Data Analytcis Course,115.0,4345.0,229.71,15.0,4.0,,1467.0,2024-11-26,HYDERABAD,mobile,data analytics course,0.026467203682393557,1.9974782608695654,57.4275,6.386313177484654
A1448,Data Anlytics Corse,123.0,3527.0,239.31,21.0,3.0,0.024,1536.0,04-11-2024,hyderabad,tablet,analytics for data,0.03487383045080805,1.945609756097561,79.77,6.418453052526012
A1449,Data Analytics Corse,101.0,3330.0,209.8,19.0,10.0,0.099,1296.0,2024-11-14,hydrebad,Mobile,data anaytics training,0.03033033033033033,2.0772277227722773,20.98,6.177311725452812
A1450,DataAnalyticsCourse,141.0,3913.0,245.32,21.0,3.0,0.056,1904.0,2024/11/15,HYDERABAD,Desktop,analytics for data,0.03603373370815231,1.7398581560283688,81.77333333333333,7.761291374531225
A1452,DataAnalyticsCourse,105.0,3008.0,206.91,21.0,4.0,0.038,1009.0,2024-11-10,Hyderbad,Desktop,online data analytic,0.03490691489361702,1.9705714285714286,51.7275,4.876516359769949
A1453,Data Analytcis Course,178.0,5318.0,207.05,18.0,4.0,0.031,1421.0,2024-11-20,hyderabad,desktop,data analitics online,0.033471229785633695,1.1632022471910113,51.7625,6.863076551557595
A1454,Data Analytcis Course,189.0,5244.0,242.18,29.0,3.0,0.016,1080.0,2024-11-07,Hyderbad,Mobile,analytics for data,0.036041189931350116,1.2813756613756615,80.72666666666667,4.4594929391361795
A1455,DataAnalyticsCourse,114.0,4804.0,249.33,14.0,6.0,0.053,1879.0,05-11-2024,Hyderbad,mobile,data analytics course,0.02373022481265612,2.187105263157895,41.555,7.536197007981389
A1456,Data Anlytics Corse,160.0,5920.0,201.3,30.0,7.0,0.047,1080.0,2024/11/18,hydrebad,Tablet,data analytics course,0.02702702702702703,1.2581250000000002,28.75714285714286,5.365126676602086
A1457,Data Analytics Corse,101.0,5280.0,234.72,18.0,9.0,,1046.0,27-11-2024,Hyderbad,Tablet,data analytics course,0.019128787878787877,2.323960396039604,26.08,4.4563735514655765
A1458,Data Analytics Corse,146.0,3887.0,206.59,26.0,9.0,0.062,1042.0,07-11-2024,hyderabad,Desktop,online data analytic,0.03756110110625161,1.415,22.954444444444444,5.043806573406264
A1460,DataAnalyticsCourse,163.0,4125.0,246.09,27.0,5.0,0.031,1910.0,2024/11/27,HYDERABAD,mobile,learn data analytics,0.03951515151515152,1.5097546012269938,49.218,7.761388110041041
A1461,Data Analytcis Course,193.0,5571.0,213.5,19.0,8.0,0.059,1754.0,28-11-2024,HYDERABAD,MOBILE,analytics for data,0.03464369054029797,1.1062176165803108,26.6875,8.215456674473067
A1462,Data Analytics Corse,179.0,4309.0,237.62,21.0,7.0,0.039,1719.0,2024/11/14,HYDERABAD,mobile,data analytics course,0.041540960779763283,1.327486033519553,33.94571428571429,7.234239542126083
A1463,DataAnalyticsCourse,86.0,5538.0,223.13,22.0,7.0,0.037,1544.0,2024/11/30,hydrebad,TABLET,data anaytics training,0.015529071867100036,2.59453488372093,31.875714285714285,6.919732891139694
A1464,DataAnalyticsCourse,92.0,3162.0,202.76,25.0,5.0,,1577.0,01-11-2024,hydrebad,mobile,data anaytics training,0.0290955091714105,2.2039130434782606,40.552,7.7776681791280335
A1466,Data Analytcis Course,147.0,3112.0,206.74,12.0,8.0,0.054,1815.0,18-11-2024,hydrebad,Mobile,data analytics course,0.04723650385604113,1.4063945578231294,25.8425,8.779142884782818
A1469,Data Analytcis Course,164.0,3872.0,210.53,12.0,5.0,0.03,1532.0,2024/11/12,hydrebad,tablet,data analitics online,0.042355371900826444,1.283719512195122,42.106,7.2768726547285425
A1470,Data Analytcis Course,199.0,4255.0,212.84,14.0,6.0,0.054,1125.0,2024/11/22,Hyderbad,Desktop,learn data analytics,0.04676850763807285,1.0695477386934673,35.473333333333336,5.28566059011464
A1472,Data Analytcis Course,150.0,5619.0,191.89,23.0,6.0,0.04,1735.0,2024/11/19,hydrebad,desktop,data anaytics training,0.026695141484249868,1.2792666666666666,31.981666666666666,9.041638438688834
A1473,Data Analytcis Course,171.0,5157.0,183.26,24.0,9.0,0.046,1430.0,09-11-2024,hydrebad,desktop,data analitics online,0.03315881326352531,1.0716959064327485,20.362222222222222,7.803121248499401
A1474,Data Analytcis Course,139.0,4871.0,211.4,25.0,9.0,0.065,1247.0,2024-11-29,hydrebad,Mobile,data anaytics training,0.028536234859371793,1.5208633093525181,23.48888888888889,5.8987701040681175
A1475,Data Anlytics Corse,117.0,5863.0,224.69,24.0,10.0,0.054,1580.0,16-11-2024,Hyderbad,MOBILE,data analitics online,0.019955654101995565,1.9204273504273504,22.469,7.031910632426899
A1476,Data Analytcis Course,196.0,3205.0,188.82,24.0,8.0,0.041,1837.0,24-11-2024,HYDERABAD,desktop,data analytics course,0.06115444617784711,0.9633673469387755,23.6025,9.728842283656393
A1477,Data Analytics Corse,184.0,5463.0,224.58,30.0,6.0,0.033,1565.0,2024/11/26,hyderabad,Tablet,data anaytics training,0.03368112758557569,1.2205434782608697,37.43,6.9685635408317745
A1478,Data Anlytics Corse,103.0,5667.0,232.48,26.0,8.0,,1888.0,2024/11/16,Hyderbad,tablet,learn data analytics,0.01817540144697371,2.257087378640777,29.06,8.121128699242947
A1479,Data Anlytics Corse,120.0,4666.0,180.72,30.0,3.0,0.053,1627.0,2024/11/24,hydrebad,Mobile,analytics for data,0.02571795970852979,1.506,60.24,9.002877379371403
A1480,Data Analytics Corse,148.0,3632.0,214.46,28.0,10.0,,1589.0,2024/11/18,hydrebad,MOBILE,data anaytics training,0.040748898678414094,1.4490540540540542,21.446,7.409307096894525
A1481,DataAnalyticsCourse,80.0,3834.0,181.22,15.0,3.0,0.037,1270.0,22-11-2024,HYDERABAD,TABLET,learn data analytics,0.020865936358894107,2.26525,60.406666666666666,7.008056505904426
A1482,Data Analytics Corse,168.0,3934.0,246.09,24.0,6.0,0.041,1592.0,24-11-2024,hyderabad,Tablet,data analitics online,0.042704626334519574,1.4648214285714285,41.015,6.469177943028973
A1483,Data Analytcis Course,136.0,5724.0,218.37,25.0,10.0,0.074,1268.0,2024-11-18,Hyderbad,desktop,data analytics course,0.023759608665269043,1.6056617647058824,21.837,5.80665842377616
A1484,Data Analytics Corse,86.0,4763.0,243.78,11.0,8.0,0.093,1770.0,13-11-2024,hydrebad,MOBILE,learn data analytics,0.018055847155154313,2.834651162790698,30.4725,7.260644843711543
A1485,DataAnalyticsCourse,175.0,3095.0,236.86,22.0,4.0,0.023,1617.0,2024/11/20,HYDERABAD,MOBILE,analytics for data,0.05654281098546042,1.3534857142857144,59.215,6.826817529342227
A1486,Data Analytics Corse,173.0,5554.0,185.09,22.0,4.0,0.023,1000.0,2024-11-01,Hyderbad,Desktop,data analytics course,0.031148721642059778,1.0698843930635837,46.2725,5.402777027392079
A1487,Data Analytics Corse,192.0,3407.0,223.29,29.0,9.0,0.047,1538.0,2024/11/25,Hyderbad,tablet,data anaytics training,0.05635456413266804,1.1629687499999999,24.81,6.887903623091048
A1488,Data Anlytics Corse,190.0,4465.0,241.38,28.0,5.0,0.026,1910.0,2024/11/04,hyderabad,desktop,analytics for data,0.0425531914893617,1.270421052631579,48.275999999999996,7.912834534758472
A1489,Data Anlytics Corse,161.0,3311.0,221.64,16.0,5.0,0.031,1006.0,02-11-2024,hyderabad,tablet,online data analytic,0.048625792811839326,1.376645962732919,44.327999999999996,4.538891896769536
A1490,Data Analytics Corse,197.0,3265.0,200.4,15.0,3.0,0.015,1882.0,01-11-2024,Hyderbad,MOBILE,learn data analytics,0.06033690658499234,1.017258883248731,66.8,9.39121756487026
A1491,Data Anlytics Corse,80.0,4969.0,210.7,25.0,3.0,0.037,1146.0,2024-11-05,hyderabad,TABLET,analytics for data,0.016099818877037632,2.63375,70.23333333333333,5.439012814428097
A1492,Data Analytcis Course,145.0,5368.0,200.88,14.0,4.0,0.028,1125.0,2024/11/27,HYDERABAD,Tablet,learn data analytics,0.027011922503725784,1.3853793103448275,50.22,5.600358422939069
A1493,Data Anlytics Corse,90.0,5851.0,232.94,22.0,8.0,0.089,1421.0,2024-11-28,hydrebad,Desktop,learn data analytics,0.015381985985301657,2.588222222222222,29.1175,6.100283334764317
A1494,Data Analytcis Course,109.0,4884.0,228.13,11.0,8.0,,1680.0,2024/11/15,Hyderbad,Desktop,data anaytics training,0.02231777231777232,2.092935779816514,28.51625,7.36422215403498
A1496,Data Analytcis Course,179.0,5828.0,247.84,15.0,4.0,0.022,1127.0,2024/11/14,HYDERABAD,MOBILE,analytics for data,0.03071379547014413,1.3845810055865921,61.96,4.54728857327308
A1497,Data Analytics Corse,181.0,4935.0,239.29,15.0,5.0,0.03,1497.0,09-11-2024,HYDERABAD,desktop,data anaytics training,0.03667679837892604,1.3220441988950276,47.858,6.256007355092148
A1498,DataAnalyticsCourse,188.0,4491.0,201.73,24.0,7.0,0.037,1906.0,2024-11-21,Hyderbad,mobile,online data analytic,0.04186150077933645,1.073031914893617,28.818571428571428,9.448272443364894
A1499,Data Analytics Corse,139.0,3659.0,189.09,16.0,4.0,0.029,1892.0,2024/11/29,Hyderbad,desktop,data anaytics training,0.03798852145394917,1.3603597122302158,47.2725,10.005817335660268
A1501,Data Analytics Corse,95.0,5844.0,211.95,10.0,9.0,0.095,1444.0,2024/11/08,hyderabad,TABLET,learn data analytics,0.01625598904859685,2.2310526315789474,23.549999999999997,6.812927577258788
A1503,Data Anlytics Corse,190.0,4630.0,217.6,27.0,4.0,,1900.0,2024/11/23,HYDERABAD,Tablet,data anaytics training,0.04103671706263499,1.1452631578947368,54.4,8.731617647058824
A1504,Data Analytcis Course,123.0,3340.0,225.16,23.0,8.0,,1563.0,2024-11-26,HYDERABAD,MOBILE,online data analytic,0.03682634730538922,1.830569105691057,28.145,6.941730325102149
A1505,DataAnalyticsCourse,97.0,3330.0,182.98,15.0,3.0,0.031,1102.0,2024-11-14,Hyderbad,Tablet,data analitics online,0.029129129129129128,1.8863917525773195,60.99333333333333,6.022516121980544
A1506,Data Analytcis Course,164.0,3117.0,198.53,25.0,5.0,,1749.0,2024-11-29,Hyderbad,MOBILE,analytics for data,0.05261469361565608,1.2105487804878048,39.706,8.809751674809853
A1507,DataAnalyticsCourse,134.0,3562.0,247.59,24.0,10.0,0.075,1295.0,01-11-2024,HYDERABAD,TABLET,analytics for data,0.037619314991577765,1.8476865671641791,24.759,5.230421260955612
A1508,DataAnalyticsCourse,117.0,5144.0,221.76,23.0,3.0,0.038,1338.0,2024/11/11,Hyderbad,MOBILE,analytics for data,0.022744945567651633,1.8953846153846152,73.92,6.033549783549784
A1510,Data Analytcis Course,173.0,3328.0,224.17,15.0,10.0,0.043,1904.0,2024-11-28,hydrebad,mobile,online data analytic,0.05198317307692308,1.2957803468208091,22.416999999999998,8.493553999197038
A1511,Data Anlytics Corse,158.0,4336.0,238.29,26.0,9.0,0.052,1245.0,2024-11-30,Hyderbad,Tablet,online data analytic,0.03643911439114391,1.5081645569620252,26.476666666666667,5.224726173989676
A1514,Data Anlytics Corse,83.0,3926.0,237.07,22.0,5.0,0.06,1667.0,2024-11-07,hydrebad,Mobile,analytics for data,0.021141110545084055,2.856265060240964,47.414,7.031678407221496
A1515,DataAnalyticsCourse,85.0,5570.0,221.73,14.0,7.0,,1292.0,29-11-2024,hyderabad,TABLET,data analitics online,0.01526032315978456,2.6085882352941177,31.675714285714285,5.8269065981148245
A1516,Data Anlytics Corse,98.0,5571.0,208.4,15.0,7.0,0.071,1890.0,14-11-2024,HYDERABAD,DESKTOP,analytics for data,0.01759109675103213,2.126530612244898,29.771428571428572,9.069097888675623
A1517,Data Anlytics Corse,151.0,5700.0,182.27,13.0,3.0,0.054,1255.0,2024-11-23,hydrebad,Mobile,data analytics course,0.026491228070175437,1.2070860927152318,60.75666666666667,6.885389806331267
A1519,Data Analytcis Course,84.0,4646.0,226.32,11.0,7.0,0.051,1596.0,2024-11-30,hyderabad,tablet,analytics for data,0.018080068876452863,2.6942857142857144,32.33142857142857,7.0519618239660655
A1521,Data Analytcis Course,148.0,4725.0,187.02,25.0,3.0,0.02,1586.0,2024/11/15,HYDERABAD,MOBILE,learn data analytics,0.03132275132275132,1.2636486486486487,62.34,8.480376430328306
A1522,DataAnalyticsCourse,85.0,4230.0,233.73,18.0,8.0,,1998.0,2024/11/08,Hyderbad,TABLET,data analytics course,0.02009456264775414,2.749764705882353,29.21625,8.548324990373509
A1523,Data Analytcis Course,105.0,3880.0,246.63,19.0,8.0,0.051,1598.0,2024/11/13,hydrebad,mobile,data anaytics training,0.027061855670103094,2.3488571428571428,30.82875,6.479341523740016
A1524,DataAnalyticsCourse,187.0,3842.0,214.35,28.0,5.0,0.031,1596.0,2024/11/13,hyderabad,mobile,online data analytic,0.048672566371681415,1.1462566844919786,42.87,7.445766270118964
A1525,Data Analytcis Course,153.0,3143.0,244.73,12.0,10.0,0.065,1365.0,2024/11/15,HYDERABAD,Mobile,online data analytic,0.04867960547247852,1.5995424836601306,24.473,5.577575287051036
A1526,Data Analytics Corse,143.0,5781.0,208.63,21.0,9.0,0.05,1443.0,2024/11/26,Hyderbad,MOBILE,data analitics online,0.024736204808856598,1.4589510489510489,23.18111111111111,6.916550831615779
A1527,Data Anlytics Corse,183.0,3790.0,202.48,21.0,8.0,0.037,1215.0,26-11-2024,HYDERABAD,Desktop,data anaytics training,0.04828496042216359,1.106448087431694,25.31,6.000592651126038
A1528,DataAnalyticsCourse,172.0,4250.0,235.2,28.0,7.0,,1036.0,06-11-2024,Hyderbad,mobile,learn data analytics,0.04047058823529412,1.3674418604651162,33.6,4.404761904761905
A1529,Data Analytics Corse,98.0,3800.0,240.45,16.0,3.0,0.031,1700.0,2024-11-01,hyderabad,DESKTOP,data analytics course,0.025789473684210525,2.4535714285714283,80.14999999999999,7.070076939072573
A1530,Data Analytics Corse,87.0,4675.0,200.71,28.0,6.0,0.069,1428.0,2024/11/20,Hyderbad,MOBILE,analytics for data,0.018609625668449196,2.3070114942528734,33.45166666666667,7.114742663544417
A1531,Data Anlytics Corse,84.0,5711.0,216.02,13.0,6.0,,1654.0,2024-11-17,HYDERABAD,DESKTOP,data anaytics training,0.014708457362983715,2.5716666666666668,36.00333333333334,7.656698453846865
A1532,Data Analytcis Course,151.0,3022.0,191.35,13.0,4.0,0.026,1133.0,2024/11/18,hyderabad,mobile,learn data analytics,0.0499669093315685,1.2672185430463576,47.8375,5.921087013326366
A1533,Data Anlytics Corse,113.0,5407.0,203.23,15.0,9.0,0.037,1745.0,2024/11/16,hyderabad,desktop,data anaytics training,0.0208988348437211,1.7984955752212388,22.58111111111111,8.586330758254196
A1534,Data Analytics Corse,89.0,5095.0,202.21,22.0,4.0,0.056,1065.0,2024-11-07,hyderabad,TABLET,data analytics course,0.01746810598626104,2.2720224719101125,50.5525,5.266801839671628
A1535,Data Analytcis Course,174.0,3587.0,217.67,10.0,7.0,0.04,1226.0,22-11-2024,HYDERABAD,Mobile,data anaytics training,0.04850850292723725,1.2509770114942529,31.095714285714283,5.63237928975054
A1536,DataAnalyticsCourse,166.0,5524.0,205.53,25.0,7.0,,1241.0,24-11-2024,hyderabad,Mobile,analytics for data,0.03005068790731354,1.238132530120482,29.361428571428572,6.038047973531844
A1537,Data Analytcis Course,196.0,3777.0,246.52,,5.0,0.026,1159.0,2024-11-15,hyderabad,desktop,data analytics course,0.051893036801694464,1.2577551020408164,49.304,4.701444101898426
A1538,Data Anlytics Corse,97.0,3480.0,233.32,22.0,3.0,0.031,1008.0,2024/11/28,hydrebad,desktop,data analitics online,0.027873563218390806,2.4053608247422678,77.77333333333333,4.320246871249786
A1539,Data Anlytics Corse,89.0,4200.0,200.98,23.0,8.0,,1476.0,23-11-2024,hyderabad,mobile,data analytics course,0.02119047619047619,2.258202247191011,25.1225,7.344014329784058
A1540,Data Analytcis Course,130.0,5384.0,218.6,24.0,8.0,0.062,1943.0,2024-11-28,Hyderbad,MOBILE,learn data analytics,0.024145616641901933,1.6815384615384614,27.325,8.888380603842636
A1541,Data Analytics Corse,103.0,4766.0,245.34,11.0,8.0,0.078,1488.0,2024-11-08,hyderabad,Desktop,analytics for data,0.02161141418380193,2.3819417475728155,30.6675,6.0650525800929325
A1543,DataAnalyticsCourse,127.0,4625.0,207.62,17.0,3.0,0.024,1811.0,2024-11-17,HYDERABAD,desktop,learn data analytics,0.02745945945945946,1.6348031496062994,69.20666666666666,8.722666409787111
A1544,Data Anlytics Corse,170.0,4689.0,195.98,26.0,6.0,0.035,1873.0,2024-11-14,HYDERABAD,DESKTOP,data analitics online,0.03625506504585199,1.1528235294117646,32.663333333333334,9.55709766302684
A1545,DataAnalyticsCourse,115.0,3764.0,197.47,20.0,5.0,,1952.0,2024/11/27,hyderabad,desktop,learn data analytics,0.03055260361317747,1.7171304347826086,39.494,9.885045829746291
A1546,Data Analytcis Course,132.0,3365.0,198.01,17.0,9.0,0.068,1161.0,2024/11/14,hydrebad,DESKTOP,analytics for data,0.03922734026745914,1.5000757575757575,22.00111111111111,5.863340235341649
A1547,Data Analytics Corse,168.0,3392.0,230.77,15.0,9.0,0.054,1504.0,2024/11/11,HYDERABAD,mobile,online data analytic,0.049528301886792456,1.3736309523809525,25.641111111111112,6.517311608961303
A1548,Data Anlytics Corse,145.0,5978.0,223.3,30.0,10.0,,1859.0,2024-11-20,hyderabad,Mobile,online data analytic,0.02425560388089662,1.54,22.330000000000002,8.32512315270936
A1549,Data Anlytics Corse,163.0,3340.0,217.35,26.0,7.0,0.043,1751.0,24-11-2024,HYDERABAD,TABLET,data anaytics training,0.04880239520958084,1.3334355828220859,31.05,8.056130664826318
A1550,Data Analytics Corse,84.0,4407.0,192.52,19.0,10.0,0.119,1221.0,2024-11-03,HYDERABAD,Tablet,learn data analytics,0.01906058543226685,2.291904761904762,19.252000000000002,6.342198213172657
A1551,Data Anlytics Corse,124.0,3180.0,180.8,17.0,6.0,0.048,1822.0,2024-11-11,hyderabad,MOBILE,online data analytic,0.0389937106918239,1.4580645161290324,30.133333333333336,10.077433628318584
A1552,Data Analytics Corse,162.0,4947.0,233.76,23.0,6.0,0.045,1973.0,2024/11/15,hydrebad,TABLET,data analytics course,0.03274711946634324,1.442962962962963,38.96,8.440280629705681
A1553,DataAnalyticsCourse,119.0,4480.0,184.25,20.0,3.0,0.025,1985.0,22-11-2024,hyderabad,Mobile,online data analytic,0.0265625,1.5483193277310925,61.416666666666664,10.773405698778832
A1554,Data Anlytics Corse,151.0,5595.0,246.66,24.0,4.0,0.026,1921.0,2024-11-29,HYDERABAD,Desktop,learn data analytics,0.026988382484361036,1.6335099337748344,61.665,7.788048325630423
A1555,DataAnalyticsCourse,190.0,4808.0,199.94,16.0,6.0,0.032,1454.0,2024/11/03,HYDERABAD,DESKTOP,data analitics online,0.03951747088186356,1.052315789473684,33.32333333333333,7.272181654496349
A1556,Data Analytics Corse,138.0,3382.0,204.12,27.0,7.0,0.051,1386.0,05-11-2024,hydrebad,TABLET,learn data analytics,0.04080425783560024,1.4791304347826086,29.16,6.790123456790123
A1557,Data Anlytics Corse,100.0,4643.0,214.46,16.0,9.0,0.09,1179.0,2024/11/03,hydrebad,tablet,online data analytic,0.021537798836958864,2.1446,23.82888888888889,5.497528676676303
A1558,DataAnalyticsCourse,187.0,5400.0,210.0,14.0,7.0,,1945.0,2024-11-15,Hyderbad,desktop,analytics for data,0.03462962962962963,1.1229946524064172,30.0,9.261904761904763
A1559,Data Analytcis Course,176.0,3400.0,191.5,29.0,3.0,,1429.0,28-11-2024,Hyderbad,mobile,online data analytic,0.05176470588235294,1.0880681818181819,63.833333333333336,7.462140992167102
A1562,DataAnalyticsCourse,155.0,3864.0,222.17,12.0,3.0,,1407.0,2024-11-21,hydrebad,mobile,data anaytics training,0.04011387163561077,1.4333548387096773,74.05666666666666,6.332988252239277
A1563,DataAnalyticsCourse,188.0,3838.0,240.99,15.0,3.0,0.016,1951.0,10-11-2024,hydrebad,mobile,data analytics course,0.04898384575299635,1.2818617021276597,80.33,8.095771608780447
A1564,Data Analytcis Course,81.0,5659.0,222.98,25.0,4.0,0.057,1654.0,2024-11-19,HYDERABAD,TABLET,data analitics online,0.014313482947517229,2.7528395061728395,55.745,7.417705623822765
A1566,Data Analytics Corse,158.0,5214.0,222.28,21.0,3.0,0.019,1630.0,03-11-2024,hydrebad,DESKTOP,data analytics course,0.030303030303030304,1.4068354430379746,74.09333333333333,7.333093395717113
A1568,Data Analytcis Course,128.0,5026.0,239.88,15.0,9.0,0.07,1745.0,2024/11/25,Hyderbad,Mobile,analytics for data,0.025467568643056108,1.8740625,26.653333333333332,7.274470568617642
A1569,Data Analytcis Course,148.0,3883.0,181.4,30.0,4.0,0.027,1966.0,2024-11-16,hydrebad,DESKTOP,analytics for data,0.03811485964460469,1.2256756756756757,45.35,10.83792723263506
A1570,DataAnalyticsCourse,92.0,4605.0,234.69,29.0,3.0,,1264.0,2024-11-30,Hyderbad,mobile,data anaytics training,0.01997828447339848,2.5509782608695653,78.23,5.385828113681878
A1572,Data Anlytics Corse,136.0,5454.0,247.7,13.0,6.0,0.044,1687.0,2024/11/06,hydrebad,mobile,data analitics online,0.024935826916024934,1.8213235294117647,41.28333333333333,6.810658054097699
A1573,Data Anlytics Corse,132.0,4957.0,220.43,28.0,6.0,0.045,1218.0,03-11-2024,Hyderbad,mobile,online data analytic,0.026629009481541253,1.6699242424242424,36.73833333333334,5.525563671006669
A1575,Data Anlytics Corse,85.0,4747.0,224.35,26.0,5.0,0.059,1087.0,01-11-2024,HYDERABAD,Tablet,data analytics course,0.01790604592374131,2.639411764705882,44.87,4.845108090037887
